what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366828064315
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366828064356
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366828067522
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366828068596
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366828068648
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366828078176
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1366828084022
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366828120096
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366828120483
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366828157330
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366828157409
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1366828162164
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1366828163609
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1366828165949
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1366828166900
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828167813
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828167919
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828168307
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828168413
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828168668
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828168765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828169004
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828169111
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828169367
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828169495
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828169722
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828169841
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828175554
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828175652
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828176073
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828176182
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828176493
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828176596
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828176953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828177067
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828177531
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1366828177655
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1366828178187
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1366828178212
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1366828178245
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366828178947
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366828183079
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366828183189
error,log,,,"Unhandled event loop exception",1366828183328
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366828184991
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366828186755
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1366828213966
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1366828213992
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366828239435
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366828240456
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366828427718
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366828428343
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366828470539
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366828654919
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1366828881347
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366828881539
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366828881589
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366828992812
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366829350376
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366829354157
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366829536330
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366829576418
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366829577149
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366829744381
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366829744942
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366829800919
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366829806121
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366829807205
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366829807700
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366830148574
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366830171580
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366830175794
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366830353998
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366830375554
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366830377386
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366830406456
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366830410555
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366830417287
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366830538386
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366830540740
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366830591191
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366830665420
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366830814684
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366832227219
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366832244667
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366832245120
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366832245370
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1366832246243
stopped,bundle,org.eclipse.mylyn.ide.ant,3.7.1.v20120425-0100,"org.eclipse.mylyn.ide.ant",1366832246337
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1366832246337
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.ui",1366832246337
stopped,bundle,org.eclipse.mylyn.context.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.tasks.ui",1366832246338
stopped,bundle,org.eclipse.mylyn.help.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.help.ui",1366832246338
stopped,bundle,org.eclipse.mylyn.java.tasks,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.tasks",1366832246338
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.bugs",1366832246339
stopped,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1366832246339
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.6.1.v20120425-0100,"org.eclipse.mylyn.wikitext.tasks.ui",1366832246340
